"","V1","V2"
"1","KCNJ15","IL16"
"2","KCNJ15","KCNJ16"
"3","HIST1H4J","HIST1H4K"
"4","HIST1H4J","HIST2H4A"
"5","HIST1H4J","HIST1H4B"
"6","HIST1H4J","HIST1H4C"
"7","HIST1H4J","HIST1H4I"
"8","HIST1H4J","ING1"
"9","HIST1H4J","CFDP1"
"10","HIST1H4J","HIST1H2BI"
"11","HIST1H4J","LEO1"
"12","HIST1H4J","KAT2B"
"13","HIST1H4J","CHD1"
"14","HIST1H4J","SRCAP"
"15","HIST1H4J","TAF9"
"16","HIST1H4J","HIST3H3"
"17","HIST1H4J","TAF13"
"18","HIST1H4J","TAF5"
"19","HIST1H4J","TAF6"
"20","HIST1H4J","TAF1"
"21","HIST1H4J","TAF12"
"22","HIST1H4J","ENSG00000215719"
"23","HIST1H4J","ING3"
"24","HIST1H4J","BTAF1"
"25","HIST1H4J","TBP"
"26","HIST1H4J","HIST1H2BO"
"27","HIST1H4J","HIST1H4F"
"28","HIST1H4J","HIBCH"
"29","HIST1H4J","HIST1H2BC"
"30","HIST1H4J","HIST1H2BE"
"31","HIST1H4J","HIST1H2BF"
"32","HIST1H4J","HIST2H2BE"
"33","HIST1H4J","INO80"
"34","HIST1H4J","ACTR6"
"35","HIST1H4J","BRD2"
"36","HIST1H4J","H2AFZ"
"37","HIST1H4J","HIST1H2AB"
"38","HIST1H4J","HIST1H2AC"
"39","HIST1H4J","HIST1H2AD"
"40","HIST1H4J","HIST1H2AE"
"41","HIST1H4J","HIST1H2AH"
"42","HIST1H4J","HIST1H2AI"
"43","HIST1H4J","HIST1H2AL"
"44","HIST1H4J","DMAP1"
"45","HIST1H4J","H2AFV"
"46","HIST1H4J","H2AFX"
"47","HIST1H4J","PAPD5"
"48","HIST1H4J","HIST3H2A"
"49","HIST1H4J","VPS72"
"50","HIST1H4J","RAD50"
"51","HIST1H4J","ENSG00000112526"
"52","HIST1H4J","ENSG00000124642"
"53","HIST1H4J","TOX3"
"54","HIST1H4J","GINS4"
"55","HIST1H4J","HIRA"
"56","HIST1H4J","PHF20"
"57","HIST1H4J","HIST1H2AG"
"58","HIST1H4J","HIST1H2AK"
"59","HIST1H4J","PCNA"
"60","HIST1H4J","MAD2L1"
"61","HIST1H4J","SMARCA4"
"62","HIST1H4J","FRY"
"63","HIST1H4J","ENDOG"
"64","HIST1H4J","HAT1"
"65","HIST1H4J","NAP1L1"
"66","HIST1H4J","PFDN5"
"67","HIST1H4J","ENSG00000196285"
"68","HIST1H4J","H1F0"
"69","HIST1H4J","HIST1H4A"
"70","HIST1H4J","HIST1H4D"
"71","HIST1H4J","HIST1H4E"
"72","HIST1H4J","HIST1H4H"
"73","HIST1H4J","PPP2R2C"
"74","HIST1H4J","TOP2B"
"75","HIST1H4J","GLYR1"
"76","HIST1H4J","POLR3A"
"77","HIST1H4J","POLR3C"
"78","HIST1H4J","RFC1"
"79","HIST1H4J","SMEK2"
"80","HIST1H4J","POLR1D"
"81","HIST1H4J","POLR1C"
"82","HIST1H4J","HMGB1"
"83","HIST1H4J","HIST1H2BK"
"84","HIST1H4J","POLR3B"
"85","HIST1H4J","POLR3F"
"86","HIST1H4J","SMARCD1"
"87","HIST1H4J","SMARCD3"
"88","HIST1H4J","H3F3A"
"89","HIST1H4J","SUPT4H1"
"90","HIST1H4J","SMYD5"
"91","HIST1H4J","JAZF1"
"92","HIST1H4J","BTF3L4"
"93","HIST1H4J","GPCPD1"
"94","HIST1H4J","SSRP1"
"95","HIST1H4J","SURF6"
"96","HIST1H4J","HIST2H3D"
"97","HIST1H4J","KAT5"
"98","HIST1H4J","ACTR8"
"99","HIST1H4J","HIST1H2BB"
"100","HIST1H4J","HIST1H2BD"
"101","HIST1H4J","HIST1H2BG"
"102","HIST1H4J","HIST1H2BJ"
"103","HIST1H4J","HIST1H2BM"
"104","HIST1H4J","HIST3H2BB"
"105","HIST1H4J","HIST4H4"
"106","HIST1H4J","HIST1H4L"
"107","HIST1H4J","HIST2H2AC"
"108","HIST1H4J","HIST2H2BF"
"109","HIST1H4J","MORF4L1"
"110","HIST1H4J","POLE2"
"111","HIST1H4J","SMARCB1"
"112","HIST1H4J","SUPT16H"
"113","HIST1H4J","SUPT6H"
"114","HIST1H4J","TADA2A"
"115","HIST1H4J","YEATS4"
"116","HIST1H4J","ENSG00000196501"
"117","HIST1H4J","ENSG00000197597"
"118","HIST1H4J","ENSG00000215077"
"119","HIST1H4J","SIRT1"
"120","HIST1H4J","IL16"
"121","HIST1H4J","KCNJ16"
"122","HIST1H4J","KCNJ11"
"123","HIST1H4J","KCNJ4"
"124","HIST1H4J","KCNJ8"
"125","HIST1H4J","KDM4A"
"126","HIST1H4J","HIST2H4B"
"127","HIST1H4J","KDM4B"
"128","HIST1H4J","NSFL1C"
"129","HIST1H4J","USP10"
"130","HIST1H4J","MCM3"
"131","HIST1H4J","FANCM"
"132","HIST1H4J","EXOC7"
"133","HIST1H4J","KLF9"
"134","HIST1H4J","HIST2H3A"
"135","HIST1H4J","CHEK2"
"136","HIST1H4J","PTMA"
