"","V1","V2"
"1","TMOD3","GMFB"
"2","TMOD3","CFL2"
"3","TMOD3","MPRIP"
"4","TMOD3","DBN1"
"5","TMOD3","NPM1"
"6","TMOD3","CORO1C"
"7","TMOD3","PLS3"
"8","TMOD3","FSCN1"
"9","TMOD3","PPP1R9B"
"10","TMOD3","MATR3"
"11","TMOD3","FLII"
"12","TMOD3","ANXA6"
"13","TMOD3","HSPA5"
"14","TMOD3","DLST"
"15","TMOD3","HNRNPU"
"16","TMOD3","DDX5"
"17","TMOD3","HIST2H2AA3"
"18","TMOD3","HIST2H2AA4"
"19","TMOD3","RPS20"
"20","TMOD3","ACTG1"
"21","TMOD3","FLNA"
"22","TMOD3","SPTAN1"
"23","TMOD3","DAPK3"
"24","TMOD3","PAWR"
"25","TMOD3","RPS11"
"26","TMOD3","RPS25"
"27","TMOD3","RPS9"
"28","TMOD3","ENSG00000197303"
"29","TMOD3","ENSG00000206212"
"30","TMOD3","ENSG00000182498"
"31","TMOD3","LMO7"
"32","TMOD3","HIST1H2BH"
"33","TMOD3","RPL18"
"34","TMOD3","RPL27A"
"35","TMOD3","RUVBL2"
"36","TMOD3","MYH10"
"37","TMOD3","HNRNPA1"
"38","TMOD3","CBLB"
"39","TMOD3","SOS1"
"40","TMOD3","ABLIM1"
"41","TMOD3","ACTC1"
"42","TMOD3","ACTG2"
"43","TMOD3","ACTN1"
"44","TMOD3","ACTR3"
"45","TMOD3","AHRR"
"46","TMOD3","AP2S1"
"47","TMOD3","ARPC2"
"48","TMOD3","ARPC3"
"49","TMOD3","ATAD3A"
"50","TMOD3","BCLAF1"
"51","TMOD3","C7orf55-LUC7L2"
"52","TMOD3","CAPZB"
"53","TMOD3","CCM2L"
"54","TMOD3","CD59"
"55","TMOD3","CFL1"
"56","TMOD3","CORO1B"
"57","TMOD3","CTTN"
"58","TMOD3","DUT"
"59","TMOD3","DYNLL1"
"60","TMOD3","EGFR"
"61","TMOD3","EIF4A3"
"62","TMOD3","FLNB"
"63","TMOD3","GRB2"
"64","TMOD3","GRWD1"
"65","TMOD3","GSN"
"66","TMOD3","GSTM1"
"67","TMOD3","GSTM3"
"68","TMOD3","GSTP1"
"69","TMOD3","HIST1H3A"
"70","TMOD3","HIST1H3C"
"71","TMOD3","HIST1H3D"
"72","TMOD3","HIST1H3E"
"73","TMOD3","HIST1H3H"
"74","TMOD3","HIST1H3I"
"75","TMOD3","HIST1H3J"
"76","TMOD3","HNRNPA2B1"
"77","TMOD3","HNRNPH2"
"78","TMOD3","HSPA1L"
"79","TMOD3","HTRA1"
"80","TMOD3","ILF3"
"81","TMOD3","IMPDH2"
"82","TMOD3","IQGAP1"
"83","TMOD3","ITPR3"
